casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,latitude,longitude,source,violent_cat,property_cat
2023-00097053,0 Block TELL ST,2023-11-26T15:37:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00097053-001,41.82219689750005,-71.43175929449995,E911,None,Larceny-theft
2023-00097033,200 Block CYPRESS ST,2023-11-26T13:21:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,Central Station,2023-00097033-001,41.841170549000054,-71.39863211849996,E911,None,None
2023-00097020,300 Block CHARLES ST,2023-11-26T11:53:00.000,11,2023,Motor Vehicle Violation,Not Used,No Violations,0,SCooney,2023-00097020-001,41.84210175250007,-71.41725791549996,E911,None,None
2023-00097015,0 Block MAWNEY ST,2023-11-26T11:22:00.000,11,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,LFernandez,2023-00097015-001,41.80358792650006,-71.42551997999996,E911,Aggravated Assault,None
2023-00097011,800 Block BROAD ST,2023-11-26T11:03:00.000,11,2023,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,MSepe,2023-00097011-001,41.800928509000045,-71.41758567349996,E911,Aggravated Assault,None
2023-00097001,0 Block DEXTER ST,2023-11-26T08:48:00.000,11,2023,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,MCamardo,2023-00097001-001,41.815099987500076,-71.43072913849997,E911,None,None
2023-00097001,0 Block DEXTER ST,2023-11-26T08:48:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MCamardo,2023-00097001-002,41.815099987500076,-71.43072913849997,E911,None,None
2023-00096980,100 Block RADCLIFFE AVE,2023-11-26T04:34:57.000,11,2023,Suspicious Person,Not Used,No Violations,0,LPrete,2023-00096980-001,41.84023215050004,-71.43076648699994,E911,None,None
2023-00096973,200 Block KINSLEY AVE,2023-11-26T03:06:00.000,11,2023,Motor Vehicle Violation,Not Used,No Violations,0,RByfield,2023-00096973-001,41.82787753800005,-71.42640902149995,E911,None,None
2023-00096974,0 Block ALTHEA ST,2023-11-26T03:05:00.000,11,2023,Disturbance,Not Used,No Violations,0,CGordillo Perez,2023-00096974-001,41.80681436350005,-71.43096228749997,E911,None,None
2023-00096966,0 Block BRIDGE ST,2023-11-26T02:31:30.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,JIkuejamofo,2023-00096966-001,41.81782745050003,-71.40182883449995,E911,None,None
2023-00096960,WESTMINSTER ST &  BAINBRIDGE AVE,2023-11-26T02:11:00.000,11,2023,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,EAlarcon,2023-00096960-001,41.81608199698496,-71.43538666875423,RIDOT,None,None
2023-00096960,WESTMINSTER ST &  BAINBRIDGE AVE,2023-11-26T02:11:00.000,11,2023,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,1,EAlarcon,2023-00096960-002,41.81608199698496,-71.43538666875423,RIDOT,None,None
2023-00096960,WESTMINSTER ST &  BAINBRIDGE AVE,2023-11-26T02:11:00.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,EAlarcon,2023-00096960-003,41.81608199698496,-71.43538666875423,RIDOT,None,None
2023-00096960,WESTMINSTER ST &  BAINBRIDGE AVE,2023-11-26T02:11:00.000,11,2023,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,EAlarcon,2023-00096960-004,41.81608199698496,-71.43538666875423,RIDOT,None,None
2023-00096960,WESTMINSTER ST &  BAINBRIDGE AVE,2023-11-26T02:11:00.000,11,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,EAlarcon,2023-00096960-005,41.81608199698496,-71.43538666875423,RIDOT,None,None
2023-00096979,BROADWAY  &  HARRIS AVE,2023-11-26T01:58:00.000,11,2023,Motor Vehicle Violation,Not Used,No Violations,0,RByfield,2023-00096979-001,41.817054742134545,-71.44028473086107,RIDOT,None,None
2023-00096917,100 Block MEDWAY ST,2023-11-25T23:40:42.000,11,2023,Request for Assistance,Not Used,No Violations,0,MPonder,2023-00096917-001,41.82905542900005,-71.38745747149994,E911,None,None
2023-00096908,0 Block SHARON ST,2023-11-25T23:03:03.000,11,2023,Malicious Mischief,Not Used,No Violations,0,THoulihan,2023-00096908-001,41.836948467500065,-71.44121595799996,E911,None,None
2023-00096905,200 Block WHITFORD AVE,2023-11-25T22:19:36.000,11,2023,Request for Assistance,Not Used,No Violations,0,KLudovici,2023-00096905-001,41.838835314500045,-71.44885578299997,E911,None,None
2023-00096895,0 Block PROVIDENCE PL,2023-11-25T22:12:00.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GGenao,2023-00096895-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00096893,BLUNDELL ST &  THURBERS AVE,2023-11-25T21:44:00.000,11,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,SCampbell,2023-00096893-001,41.80006789263875,-71.40493012392317,RIDOT,None,None
2023-00096889,300 Block AMHERST ST,2023-11-25T21:23:00.000,11,2023,City Ordinance Violation,Not Used,No Violations,0,MPesola,2023-00096889-001,41.82339940850005,-71.45068065449996,E911,None,None
2023-00096881,0 Block PROVIDENCE PL,2023-11-25T20:49:00.000,11,2023,Motor Vehicle Violation,Not Used,No Violations,0,SMurnighan,2023-00096881-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00096852,100 Block SUNBURY ST,2023-11-25T18:21:00.000,11,2023,House Fire,Not Used,No Violations,0,AWagoner,2023-00096852-001,41.85163377600006,-71.43662349149997,E911,None,None
2023-00096841,100 Block COLFAX ST,2023-11-25T17:30:00.000,11,2023,Suspicious Person,Not Used,No Violations,0,DForte,2023-00096841-001,41.79936583400004,-71.41307149549996,E911,None,None
2023-00096835,0 Block DORRANCE ST,2023-11-25T17:18:31.000,11,2023,Request for Assistance,Not Used,No Violations,0,MLeclerc,2023-00096835-001,41.82381659250004,-71.41228919699995,E911,None,None
2023-00096830,0 Block SILVER SPRING ST,2023-11-25T16:59:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MLabutti,2023-00096830-001,41.84603554700007,-71.41732906149997,E911,None,None
2023-00096810,0 Block SOMERSET ST,2023-11-25T15:51:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,CNicholls,2023-00096810-001,41.81238630550004,-71.41921223549997,E911,None,None
2023-00096802,400 Block S MAIN ST,2023-11-25T15:24:10.000,11,2023,Assistance Rendered,Not Used,No Violations,0,SKawejsza,2023-00096802-001,41.82014992500004,-71.40269992399996,E911,None,None
2023-00096795,100 Block TYNDALL AVE,2023-11-25T14:23:00.000,11,2023,Municipal Code Violation,Sec. 16-3.F,Disorderly Conduct F - Throwing Stone or Missle,1,Central Station,2023-00096795-001,41.84080358300005,-71.43244408149997,E911,None,None
2023-00502636,0 Block PROVIDENCE PL,2023-11-25T14:03:16.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00502636-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2023-00096793,700 Block CRANSTON ST,2023-11-25T13:43:00.000,11,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EAlarcon,2023-00096793-001,41.804482163000046,-71.43812548149995,E911,None,None
2023-00096788,800 Block MANTON AVE,2023-11-25T13:33:00.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2023-00096788-001,41.83320262750004,-71.46505128099997,E911,None,Motor Vehicle Theft
2023-00096786,1000 Block ATWELLS AVE,2023-11-25T13:08:00.000,11,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,JAnnis,2023-00096786-001,41.825453316500045,-71.45229909999998,E911,None,None
2023-00096776,100 Block EATON ST,2023-11-25T12:39:26.000,11,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,IQuinn,2023-00096776-001,41.84123049550007,-71.43292530449997,E911,None,Burglary
2023-00096765,0 Block CHANNING AVE,2023-11-25T11:18:00.000,11,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,LGianfrancesco,2023-00096765-001,41.83646642350004,-71.38201801549997,E911,None,Burglary
2023-00096752,0 Block HARVARD AVE,2023-11-25T10:09:00.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JButen,2023-00096752-001,41.80846114350007,-71.41916149049996,E911,None,Larceny-theft
2023-00096728,0 Block PEKIN ST,2023-11-25T08:39:02.000,11,2023,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,IQuinn,2023-00096728-001,41.83706538450005,-71.42467463999995,E911,None,None
2023-00096708,0 Block DERRY ST,2023-11-25T04:35:38.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,PSaravia,2023-00096708-001,41.83778067450007,-71.42030571799998,E911,None,None
2023-00096689,100 Block ATWELLS AVE AVE,2023-11-25T02:23:09.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BAucoin,2023-00096689-001,41.823081803000036,-71.42287438549997,E911,None,None
2023-00096689,100 Block ATWELLS AVE AVE,2023-11-25T02:23:09.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,BAucoin,2023-00096689-002,41.823081803000036,-71.42287438549997,E911,None,None
2023-00096682,100 Block DELAINE ST,2023-11-25T01:36:43.000,11,2023,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,SSesay,2023-00096682-001,41.818707715000045,-71.44325193699996,E911,Robbery,None
2023-00096682,100 Block DELAINE ST,2023-11-25T01:36:43.000,11,2023,Extortion,11-26-2,KIDNAPPING WITH INTENT TO EXTORT,1,SSesay,2023-00096682-002,41.818707715000045,-71.44325193699996,E911,,
2023-00096676,0 Block SMITH ST,2023-11-25T01:02:45.000,11,2023,Suspicious Person,Not Used,No Violations,0,HViruet,2023-00096676-001,41.831097690000036,-71.41494387499995,E911,None,None
2023-00096659,0 Block ASHBURTON ST,2023-11-25T00:04:12.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,PSaravia,2023-00096659-001,41.83771641550004,-71.41519687699994,E911,None,None
2023-00096659,0 Block ASHBURTON ST,2023-11-25T00:04:12.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,PSaravia,2023-00096659-002,41.83771641550004,-71.41519687699994,E911,None,Larceny-theft
2023-00096658,0 Block OLNEY ST,2023-11-25T00:03:00.000,11,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,RRaso,2023-00096658-001,41.835159991500035,-71.40721558949997,E911,None,None
2023-00096654,N MAIN ST &  HOWLAND ST,2023-11-24T23:53:46.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RBlaisdell,2023-00096654-001,41.83041000187987,-71.4102478070916,RIDOT,None,None
2023-00096654,N MAIN ST &  HOWLAND ST,2023-11-24T23:53:46.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,RBlaisdell,2023-00096654-002,41.83041000187987,-71.4102478070916,RIDOT,None,Larceny-theft
2023-00096646,200 Block COLLYER ST,2023-11-24T23:06:02.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TGibson,2023-00096646-001,41.85605166150006,-71.40295553299995,E911,None,Larceny-theft
2023-00096640,HARRIS AVE &  BROADWAY,2023-11-24T22:36:00.000,11,2023,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KBarth,2023-00096640-001,41.817054742134545,-71.44028473086107,RIDOT,None,None
2023-00096639,1200 Block BROAD ST,2023-11-24T22:26:00.000,11,2023,License Violation,Not Used,No Violations,0,JDoucette,2023-00096639-001,41.792453176000066,-71.40755992549995,E911,None,None
2023-00096631,300 Block PLAINFIELD ST,2023-11-24T21:51:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,MFigueroa,2023-00096631-001,41.81387218100005,-71.44983430999997,E911,None,None
2023-00502630,0 Block PROVIDENCE PL,2023-11-24T20:36:32.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00502630-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2023-00096592,0 Block EXCHANGE ST,2023-11-24T18:52:00.000,11,2023,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,JAntoniou,2023-00096592-001,41.825664113000045,-71.41062047449995,E911,Robbery,None
2023-00096566,0 Block ROUNDS AVE,2023-11-24T17:04:06.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,SBouyssou,2023-00096566-001,41.78762921300003,-71.42541640649998,E911,None,Larceny-theft
2023-00502629,0 Block REGENT AVE,2023-11-24T17:03:58.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502629-001,41.83107439400004,-71.43527552549997,E911,None,Larceny-theft
2023-00096564,LEXINGTON AVE &  HAMILTON ST,2023-11-24T16:55:00.000,11,2023,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,MMcGloin,2023-00096564-001,41.798679345166576,-71.42085266363785,RIDOT,None,None
2023-00096562,0 Block HOLLIS ST,2023-11-24T16:47:00.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,JNajarian,2023-00096562-001,41.810537238500075,-71.43083883449998,E911,None,None
2023-00502628,0 Block PIERCE ST,2023-11-24T16:34:17.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502628-001,41.81830244300005,-71.43150584849994,E911,None,Larceny-theft
2023-00096553,0 Block PROVIDENCE PL,2023-11-24T16:03:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CFernandez,2023-00096553-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00096552,0 Block THURSTON ST,2023-11-24T15:58:21.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JCotugno,2023-00096552-001,41.77933891650005,-71.41931922149996,E911,None,None
2023-00096538,0 Block MENDON ST,2023-11-24T15:01:00.000,11,2023,Property Damage,Not Used,No Violations,0,CHines,2023-00096538-001,41.85604819050005,-71.42280255549994,E911,None,None
2023-00096534,200 Block ATWELLS AVE,2023-11-24T14:59:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CCurrier,2023-00096534-001,41.823571216500056,-71.42623064599994,E911,None,None
2023-00096540,800 Block N MAIN ST,2023-11-24T14:58:00.000,11,2023,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,JSalmeron,2023-00096540-001,41.84333004800007,-71.40671193749995,E911,None,Burglary
2023-00096532,0 Block PROVIDENCE PL,2023-11-24T14:42:45.000,11,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,CMain,2023-00096532-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2023-00096526,DEXTER ST &  HOLLYWOOD RD,2023-11-24T14:00:15.000,11,2023,Assistance Rendered,Not Used,No Violations,0,MKelley,2023-00096526-001,41.81598280772837,-71.43109131920323,RIDOT,None,None
2023-00096525,0 Block PROVIDENCE PL,2023-11-24T13:55:00.000,11,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,AFrancis,2023-00096525-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2023-00096522,100 Block LESTER ST,2023-11-24T13:26:11.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,RRaso,2023-00096522-001,41.812955284000054,-71.42762977299998,E911,None,Motor Vehicle Theft
2023-00096520,100 Block PROVIDENCE PL,2023-11-24T13:20:54.000,11,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SPerez,2023-00096520-001,41.82689950650007,-71.41642653499997,E911,None,Larceny-theft
2023-00096519,0 Block CHAPIN AVE,2023-11-24T13:20:00.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,KHeron,2023-00096519-001,41.81202167100005,-71.43325834799995,E911,None,Larceny-theft
2023-00096515,0 Block LUZON AVE,2023-11-24T13:11:22.000,11,2023,Property Damage,Not Used,No Violations,0,THoulihan,2023-00096515-001,41.83700281950004,-71.38907638699996,E911,None,None
2023-00096514,100 Block HUDSON ST,2023-11-24T12:49:07.000,11,2023,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,RRaso,2023-00096514-001,41.81324417800005,-71.43774787649997,E911,None,None
2023-00096514,100 Block HUDSON ST,2023-11-24T12:49:07.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,RRaso,2023-00096514-002,41.81324417800005,-71.43774787649997,E911,None,Motor Vehicle Theft
2023-00096505,0 Block GODDARD ST,2023-11-24T12:12:00.000,11,2023,Property Damage,Not Used,No Violations,0,CHines,2023-00096505-001,41.83481632150006,-71.41972858599996,E911,None,None
2023-00502627,200 Block FEDERAL ST,2023-11-24T11:50:24.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502627-001,41.82140309000005,-71.42945962599995,E911,None,None
2023-00096495,100 Block GOVERNOR ST,2023-11-24T11:09:00.000,11,2023,Request for Assistance,Not Used,No violations,0,LGianfrancesco,2023-00096495-001,41.82585754750005,-71.39416363449996,E911,None,None
2023-00502625,0 Block MARIETTA ST,2023-11-24T09:37:44.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502625-001,41.85226955700006,-71.41856982199997,E911,None,None
2023-00096482,0 Block GRAY ST,2023-11-24T08:41:28.000,11,2023,Request for Assistance,Not Used,No Violations,0,EPedchenko,2023-00096482-001,41.82689473450006,-71.45277458449996,E911,None,None
2023-00096478,0 Block SEAMANS ST,2023-11-24T08:21:16.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00096478-001,41.851379834000056,-71.43969541299998,E911,None,None
2023-00096477,0 Block WHITTIER AVE,2023-11-24T08:19:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,MSandorse,2023-00096477-001,41.814696938000054,-71.44861882349997,E911,None,Larceny-theft
2023-00096472,600 Block BRANCH AVE,2023-11-24T07:34:00.000,11,2023,Burglary,11-8-1,BURGLARY,1,TCalandra,2023-00096472-001,41.852507439500044,-71.42788462899998,E911,None,Burglary
2023-00096467,BROADWAY  &  SUTTON ST,2023-11-24T06:05:00.000,11,2023,Traffic Violation,31-26-1,Duty to Stop in Accidents Resulting in Personal Injury or Death,1,FLopez,2023-00096467-001,41.82026671555356,-71.42736054123046,RIDOT,None,None
2023-00096461,200 Block THAYER ST,2023-11-24T02:26:30.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MPonder,2023-00096461-001,41.82857868650004,-71.40045101999996,E911,None,Larceny-theft
2023-00096459,0 Block DICKENS ST,2023-11-24T02:21:32.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,PSaravia,2023-00096459-001,41.83758601300005,-71.42903891749998,E911,None,Larceny-theft
2023-00096459,0 Block DICKENS ST,2023-11-24T02:21:32.000,11,2023,Vandalism,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAG,1,PSaravia,2023-00096459-002,41.83758601300005,-71.42903891749998,E911,None,None
2023-00096459,0 Block DICKENS ST,2023-11-24T02:21:32.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,PSaravia,2023-00096459-003,41.83758601300005,-71.42903891749998,E911,None,None
2023-00096453,100 Block RUGGLES ST,2023-11-24T01:54:51.000,11,2023,Request for Assistance,Not Used,No Violations,0,RRaso,2023-00096453-001,41.83801208750006,-71.42807600399996,E911,None,None
2023-00096451,100 Block PORTER ST,2023-11-24T01:50:02.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MNunez,2023-00096451-001,41.79360282550007,-71.40604710749994,E911,None,None
2023-00096451,100 Block PORTER ST,2023-11-24T01:50:02.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,MNunez,2023-00096451-002,41.79360282550007,-71.40604710749994,E911,None,None
2023-00502624,0 Block MEADER ST,2023-11-24T01:41:26.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502624-001,41.81760687700006,-71.43304306349995,E911,None,None
2023-00096424,200 Block GRAY ST,2023-11-23T23:20:00.000,11,2023,Motor Vehicle Theft,Not Used,"Under Investigation, Offense Pending",0,AIn,2023-00096424-001,41.83148038500005,-71.45279629049995,E911,None,Motor Vehicle Theft
2023-00096422,1000 Block DOUGLAS AVE,2023-11-23T23:16:00.000,11,2023,Disturbance,Not Used,No Violations,0,LPrete,2023-00096422-001,41.855270632500066,-71.44077862249998,E911,None,None
2023-00096416,0 Block OLNEYVILLE SQ,2023-11-23T22:26:00.000,11,2023,Malicious Mischief,Not Used,No Violations,0,MFigueroa,2023-00096416-001,41.81675218750007,-71.44299285499997,E911,None,None
2023-00502622,0 Block DEWEY ST,2023-11-23T20:14:35.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502622-001,41.81479320950007,-71.45228809549997,E911,None,None
2023-00096401,ARLINGTON AVE &  ANGELL ST,2023-11-23T19:27:00.000,11,2023,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,KBarth,2023-00096401-001,41.8293685878658,-71.3921661440369,RIDOT,None,None
2023-00096387,0 Block IVES ST,2023-11-23T17:13:09.000,11,2023,Request for Assistance,Not Used,No Violations,0,MKelley,2023-00096387-001,41.82060777400005,-71.39169779899996,E911,None,None
2023-00502621,0 Block SOUTH ST,2023-11-23T16:59:08.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502621-001,41.81752465000005,-71.40799788949997,E911,None,None
2023-00096374,0 Block ALICANT ST,2023-11-23T16:20:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JPalmer,2023-00096374-001,41.84463412800005,-71.42946083949997,E911,None,None
2023-00096374,0 Block ALICANT ST,2023-11-23T16:20:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,JPalmer,2023-00096374-002,41.84463412800005,-71.42946083949997,E911,None,None
2023-00096369,0 Block OCEAN ST,2023-11-23T15:05:00.000,11,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,DHernandez Martinez,2023-00096369-001,41.80475423200005,-71.41146025049994,E911,None,Larceny-theft
2023-00096348,0 Block MARIETTA ST,2023-11-23T12:09:00.000,11,2023,Property Damage,Not Used,No Violations,0,AWagoner,2023-00096348-001,41.85226955700006,-71.41856982199997,E911,None,None
2023-00096342,100 Block WHITMARSH ST,2023-11-23T12:01:00.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,SCooney,2023-00096342-001,41.80596555450006,-71.42605216349995,E911,None,Motor Vehicle Theft
2023-00096334,0 Block LIEGE ST,2023-11-23T11:15:30.000,11,2023,Suspicious Person,Not Used,No violations,0,JLanier,2023-00096334-001,41.84156821350004,-71.42878015849996,E911,None,None
2023-00096330,0 Block PRESIDENT AVE,2023-11-23T10:20:00.000,11,2023,Property Damage,Not Used,No violations,0,LGianfrancesco,2023-00096330-001,41.834820362000045,-71.39219602049997,E911,None,None
2023-00096311,100 Block ELLERY ST,2023-11-23T08:26:00.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,EEspinal,2023-00096311-001,41.80994072200005,-71.43810531649996,E911,None,Larceny-theft
2023-00096307,0 Block GLENHAM ST,2023-11-23T08:05:00.000,11,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,JButen,2023-00096307-001,41.80564189200007,-71.41703320399995,E911,Aggravated Assault,None
2023-00096307,0 Block GLENHAM ST,2023-11-23T08:05:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JButen,2023-00096307-002,41.80564189200007,-71.41703320399995,E911,None,None
2023-00096307,0 Block GLENHAM ST,2023-11-23T08:05:00.000,11,2023,"Assault, Aggravated",11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,1,JButen,2023-00096307-003,41.80564189200007,-71.41703320399995,E911,Aggravated Assault,None
2023-00096302,100 Block PINEHURST AVE,2023-11-23T07:36:42.000,11,2023,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,JLanier,2023-00096302-001,41.84045975750007,-71.43168983699994,E911,None,Burglary
2023-00502618,0 Block COMMODORE ST,2023-11-23T06:09:52.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502618-001,41.84721474150004,-71.41802932049995,E911,None,Larceny-theft
2023-00096274,0 Block WOONASQUATUCKET AVE,2023-11-23T02:46:00.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,AIn,2023-00096274-001,41.83669004950005,-71.47011482549996,E911,None,Motor Vehicle Theft
2023-00096253,700 Block CRANSTON ST,2023-11-23T01:07:00.000,11,2023,Suspicious Person,Not Used,No Violations,0,ASubramaniam,2023-00096253-001,41.804482163000046,-71.43812548149995,E911,None,None
2023-00096251,0 Block DAVOL SQ,2023-11-23T00:57:28.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,EPerry,2023-00096251-001,41.81691510650006,-71.40648406149995,E911,None,None
2023-00096246,0 Block PETTEYS AVE,2023-11-23T00:22:35.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,SHerr,2023-00096246-001,41.81461048300005,-71.46046592649998,E911,None,None
2023-00096234,0 Block DAVOL SQ,2023-11-22T23:32:00.000,11,2023,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,LCastro,2023-00096234-001,41.81691510650006,-71.40648406149995,E911,None,None
2023-00096219,600 Block HARTFORD AVE,2023-11-22T23:01:19.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CAlves,2023-00096219-001,41.81982249650005,-71.46623981299996,E911,None,None
2023-00096217,0 Block PLAINFIELD ST,2023-11-22T22:46:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DSanchez,2023-00096217-001,41.81626156750005,-71.44464667099996,E911,None,None
2023-00096211,MT PLEASANT AVE &  CHALKSTONE AVE,2023-11-22T22:01:00.000,11,2023,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,KBarth,2023-00096211-001,41.83269881744521,-71.44974518973984,RIDOT,None,None
2023-00096209,200 Block OHIO AVE,2023-11-22T21:58:00.000,11,2023,Malicious Mischief,Not Used,No Violations,0,JMota,2023-00096209-001,41.78928583250004,-71.39967631649998,E911,None,None
